SIRET,Enseigne,Commune étab.,Existe déjà sur le refeEngagemet,source dans le refeEngagement,Action dev à faire sur ReferentielEngagementEntreprise
45650053705942,DALKIA,ENNERY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705421,DALKIA,BETHUNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704564,DALKIA,LA ROCHE SUR YON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053700612,DALKIA,DUNKERQUE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705959,DALKIA,CESSON SEVIGNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053700943,DALKIA,CHERBOURG EN COTENTIN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704986,DALKIA,ST PAUL LES DURANCE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706809,DALKIA,VIRIAT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053702899,DALKIA,ORLEANS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703921,DALKIA,CHARLEVILLE MEZIERES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704903,DALKIA,ARS LAQUENEXY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705272,DALKIA,NEVERS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701602,DALKIA,CHATEAUROUX CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701586,DALKIA,POITIERS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705009,DALKIA,AYTRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703038,DALKIA,CERGY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703723,DALKIA,BOURGES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706650,DALKIA,SULLY SUR LOIRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706817,DALKIA,EVREUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704150,DALKIA,ALLONNES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703541,DALKIA,TOURS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703475,DALKIA,DIJON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704846,DALKIA,MERIGNAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704689,DALKIA,GUIPAVAS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704945,DALKIA,ST GENIS POUILLY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704960,DALKIA,ST ANDRE SUR ORNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701321,DALKIA,CLERMONT FERRAND CEDEX 2,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701339,DALKIA,MONTLUCON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706940,DALKIA,LYON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704812,DALKIA,MONTPELLIER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053702873,DALKIA,SARAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705033,DALKIA,BAYONNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701180,DALKIA,SAUSHEIM,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706965,DALKIA,FONTAINE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705108,DALKIA,ST EGREVE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704192,DALKIA,FRESNES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706924,DALKIA,CROUY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701446,DALKIA,ANNECY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704853,DALKIA,NICE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701917,DALKIA,FEYTIAT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704275,DALKIA,MARSEILLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703137,DALKIA,AVIGNON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705249,DALKIA,PAU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701461,DALKIA,LE COUDRAY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705017,DALKIA,GONFREVILLE L ORCHER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706882,DALKIA,FRAGNES LA LOYERE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704358,DALKIA,ARRAS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706585,DALKIA,ST ANDRE LEZ LILLE,45650053706585,"[""france-travail""]",Rien à faire 
45650053706593,DALKIA,ST ANDRE LEZ LILLE,45650053706593,"[""lba""]","Ajouter dans le champ source ""france-travail"" et màj le champ ""Updated At"" "
45650053705298,DALKIA,AMIENS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704648,DALKIA,STRASBOURG CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704622,DALKIA,TOULOUSE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706841,DALKIA,LA MADELEINE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704515,DALKIA,COURBEVOIE,45650053704515,"[""lba""]","Ajouter dans le champ source ""france-travail"" et màj le champ ""Updated At"" "
45650053701016,DALKIA,ROUXMESNIL BOUTEILLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053700646,DALKIA,VALENCIENNES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706015,DALKIA,CHAVELOT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706577,DALKIA,NIEPPE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704911,DALKIA,LIEVIN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704077,DALKIA,ST HERBLAIN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703616,DALKIA,CHUSCLAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705215,DALKIA,BOULOGNE SUR MER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701248,DALKIA,LA GARDE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701818,DALKIA,REIMS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053706916,DALKIA,SUCY EN BRIE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705199,DALKIA,AUXERRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705264,DALKIA,ST SYLVAIN D ANJOU CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704788,DALKIA,VITROLLES CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053703103,DALKIA,PERPIGNAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053702709,DALKIA,VITROLLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704796,DALKIA,ST DENIS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053705280,DALKIA,COURBEVOIE,45650053705280,"[""lba""]","Ajouter dans le champ source ""france-travail"" et màj le champ ""Updated At"" "
45650053702691,DALKIA,VITROLLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053704606,DALKIA,NIMES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701834,DALKIA,BELFORT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79802527600030,DALKIA EN,COURBEVOIE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79802527600048,DALKIA EN,THIONVILLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053702832,DALKIA EST,PULNOY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45650053701156,DALKIA FRANCE,TROYES CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001549,DALKIA FROID SOLUTIONS,CAUDAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112000095,DALKIA FROID SOLUTIONS,SAUMUR,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001556,DALKIA FROID SOLUTIONS,LACROIX ST OUEN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001663,DALKIA FROID SOLUTIONS,CHATEAUROUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001143,DALKIA FROID SOLUTIONS,VILLEMANDEUR,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001192,DALKIA FROID SOLUTIONS,SARRIANS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001499,DALKIA FROID SOLUTIONS,ENNERY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001622,DALKIA FROID SOLUTIONS,BOULAZAC ISLE MANOIRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001481,DALKIA FROID SOLUTIONS,QUETIGNY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001697,DALKIA FROID SOLUTIONS,GUIPAVAS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001259,DALKIA FROID SOLUTIONS,L ISLE D ESPAGNAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001507,DALKIA FROID SOLUTIONS,BRIGNOLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001366,DALKIA FROID SOLUTIONS,NAUCELLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001424,DALKIA FROID SOLUTIONS,SAULXURES LES NANCY,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001671,DALKIA FROID SOLUTIONS,MONTPELLIER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112000889,DALKIA FROID SOLUTIONS,AUDINCOURT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001580,DALKIA FROID SOLUTIONS,ST JEAN DE LA RUELLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001408,DALKIA FROID SOLUTIONS,AUBIGNY LES CLOUZEAUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001168,DALKIA FROID SOLUTIONS,STE LUCE SUR LOIRE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112000103,DALKIA FROID SOLUTIONS,ST DESIR,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001531,DALKIA FROID SOLUTIONS,ST PRIEST,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001572,DALKIA FROID SOLUTIONS,VITROLLES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001333,DALKIA FROID SOLUTIONS,BOURGES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001630,DALKIA FROID SOLUTIONS,TREGUEUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001598,DALKIA FROID SOLUTIONS,PONT STE MARIE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001325,DALKIA FROID SOLUTIONS,VERRIERES EN ANJOU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112000848,DALKIA FROID SOLUTIONS,VERRIERES EN ANJOU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001457,DALKIA FROID SOLUTIONS,CLERMONT FERRAND,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001655,DALKIA FROID SOLUTIONS,LAMBRES LEZ DOUAI,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001309,DALKIA FROID SOLUTIONS,LA MEZIERE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001390,DALKIA FROID SOLUTIONS,MARVEJOLS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112000632,DALKIA FROID SOLUTIONS,LES HERBIERS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001341,DALKIA FROID SOLUTIONS,ST GERMAIN LAPRADE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001465,DALKIA FROID SOLUTIONS,THAON LES VOSGES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001648,DALKIA FROID SOLUTIONS,BISCHHEIM,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001614,DALKIA FROID SOLUTIONS,ESLETTES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001705,DALKIA FROID SOLUTIONS,GUEUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001606,DALKIA FROID SOLUTIONS,TRESSES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001523,DALKIA FROID SOLUTIONS,ST ANDRE SUR ORNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001473,DALKIA FROID SOLUTIONS,ST BALDOPH,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
6620112001689,DALKIA FROID SOLUTIONS,ROCHE LA MOLIERE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79174781900948,DAME PLURIEL PM SITE LULLI,MONTBELIARD,79174781900948,"[""france-travail""]",Rien à faire 
35037299100025,DARGAISSE,VENDOME,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
53261388200069,DARSWAN NETWORKS,LE MANS,53261388200069,"[""france-travail""]",Rien à faire 
89350262500013,DATADFI,MARGUERITTES,89350262500013,"[""france-travail""]",Rien à faire 
42098596200026,DAUNAT BRETAGNE,ST AGATHON,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
31246887900019,DAVID-CHATEAU CLEMENT TERMES,LISLE SUR TARN,31246887900019,"[""france-travail""]",Rien à faire 
61080222500074,DBF CAPITOLE AUTOMOBILES,TOULOUSE,61080222500074,"[""france-travail""]",Rien à faire 
61080222500033,DBF TOULOUSE AUTOMOBILES,LABEGE,61080222500033,"[""france-travail""]",Rien à faire 
61080222500066,DBF TOULOUSE AUTOMOBILES,TOULOUSE,61080222500066,"[""france-travail""]",Rien à faire 
61080222500058,DBF TOULOUSE AUTOMOBILES,TOULOUSE,61080222500058,"[""france-travail""]",Rien à faire 
55208131777255,DCG DIRECTION JURIDIQUE,LYON,55208131777255,"[""france-travail""]",Rien à faire 
13000804800048,DD 48 LOZERE,MENDE CEDEX,13000804800048,"[""france-travail""]",Rien à faire 
13002894700013,DDETSPP,ALBI,13002894700013,"[""france-travail""]",Rien à faire 
13000839400012,DDFIP,BAR LE DUC,13000839400012,"[""france-travail""]",Rien à faire 
51926435200013,DE KROES FEUILLETAGE,SEMUR EN AUXOIS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
39951544400020,DE LA HOGUE ET GUEZE MEDICAL,LA POSSESSION,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
30016389600016,DE SANGOSSE,PONT DU CASSE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
80981100300023,DE VERT,VOLGELSHEIM,80981100300023,"[""france-travail""]",Rien à faire 
51891032800088,DEAFI SAS,MARCQ EN BAROEUL,51891032800088,"[""france-travail""]",Rien à faire 
51891032800104,DEAFI SAS,MONTREUIL,51891032800104,"[""france-travail""]",Rien à faire 
51891032800096,DEAFI SAS,CALUIRE ET CUIRE,51891032800096,"[""france-travail""]",Rien à faire 
52539457300071,DEASTANCE SERVICES,CAEN,52539457300071,"[""lba"",""france-travail""]",Rien à faire 
52539457300063,DEASTANCE SERVICES,BORDEAUX,52539457300063,"[""france-travail""]",Rien à faire 
52539457300055,DEASTANCE SERVICES,CHASSENEUIL DU POITOU,52539457300055,"[""france-travail""]",Rien à faire 
50056940502884,DECATHLON,ONET LE CHATEAU,50056940502884,"[""france-travail""]",Rien à faire 
50056940501332,DECATHLON,MONTBELIARD,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
50056940502827,DECATHLON,LE SEQUESTRE,50056940502827,"[""france-travail""]",Rien à faire 
